mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A mHc l6 l7 m12_2 S T U V W X  chisqdiff
125.000000 500.000000 -0.104000 1.870000 -1.526361 1.442732 -2.000000 85.311059 4.371046e-01 1 1 1 400.000027 5.476784e-03 4.455252e+00 5.000000e+02 -3.885781e-16 1.110223e-16 5.759491e+04 -4.573943e-03 5.075450e-03 1.902052e-06 -1.148772e-04 -1.212367e-04 -2.367645e-05 9.49265
125.000000 500.000000 -0.104000 2.240000 -1.526361 1.442732 -2.000000 86.787564 4.230974e-01 1 1 1 400.000027 5.755409e-03 3.165396e+00 5.000000e+02 6.661338e-16 0.000000e+00 6.192103e+04 -4.573943e-03 5.075450e-03 1.902052e-06 -1.148772e-04 -1.212367e-04 -2.367645e-05 10.9692
125.000000 500.000000 -0.078000 1.500000 -1.508067 1.461025 -2.000000 81.326483 4.894005e-01 1 1 1 400.000028 4.983275e-03 6.767027e+00 5.000000e+02 -6.661338e-16 2.220446e-16 3.747897e+04 -4.909262e-03 2.854941e-03 -6.213752e-06 -1.477409e-04 -1.409629e-04 -2.367645e-05 5.50808
125.000000 500.000000 -0.078000 1.870000 -1.508067 1.461025 -2.000000 81.742437 4.798528e-01 1 1 1 400.000028 5.182030e-03 4.396684e+00 5.000000e+02 -6.383782e-16 0.000000e+00 5.993010e+04 -4.909262e-03 2.854941e-03 -6.213752e-06 -1.477409e-04 -1.409629e-04 -2.367645e-05 5.92403
125.000000 500.000000 -0.078000 2.240000 -1.508067 1.461025 -2.000000 82.641053 4.678727e-01 1 1 1 400.000028 5.382531e-03 3.106827e+00 5.000000e+02 6.661338e-16 -2.220446e-16 6.358271e+04 -4.909262e-03 2.854941e-03 -6.213752e-06 -1.477409e-04 -1.409629e-04 -2.367645e-05 6.82265
125.000000 500.000000 -0.078000 2.610000 -1.508067 1.461025 -2.000000 83.841631 4.548198e-01 0 1 1 400.000028 5.586124e-03 2.332203e+00 5.000000e+02 -1.110223e-15 3.330669e-16 6.212239e+04 -4.909262e-03 2.854941e-03 -6.213752e-06 -1.477409e-04 -1.409629e-04 -2.367645e-05 8.02323
125.000000 500.000000 -0.052000 1.500000 -1.495000 1.474093 -2.000000 78.926587 5.332559e-01 1 1 1 400.000028 4.765782e-03 6.725193e+00 5.000000e+02 -3.885781e-16 -2.220446e-16 4.119788e+04 -5.148775e-03 1.268862e-03 -1.201075e-05 -1.712149e-04 -1.550530e-04 -2.367645e-05 3.10818
125.000000 500.000000 -0.052000 1.870000 -1.495000 1.474093 -2.000000 78.999651 5.259942e-01 1 1 1 400.000028 4.893759e-03 4.354849e+00 5.000000e+02 -4.996004e-16 -1.110223e-16 6.214513e+04 -5.148775e-03 1.268862e-03 -1.201075e-05 -1.712149e-04 -1.550530e-04 -2.367645e-05 3.18125
125.000000 500.000000 -0.052000 2.240000 -1.495000 1.474093 -2.000000 79.396478 5.169135e-01 1 1 1 400.000028 5.021720e-03 3.064993e+00 5.000000e+02 9.992007e-16 -3.330669e-16 6.513416e+04 -5.148775e-03 1.268862e-03 -1.201075e-05 -1.712149e-04 -1.550530e-04 -2.367645e-05 3.57807
125.000000 500.000000 -0.026000 1.500000 -1.487160 1.481933 -2.000000 77.221126 7.684878e-01 1 1 1 400.000028 4.550751e-03 6.700092e+00 5.000000e+02 -4.996004e-16 -2.220446e-16 4.478426e+04 -5.292483e-03 3.172156e-04 -1.548896e-05 -1.852994e-04 -1.635070e-04 -2.367645e-05 1.40272
