  1.30062942089380828E-003  1.29648592770992190E-003  1.29644148830436500E-003  6.29635919289900977E-003  6.29614337377310245E-003
  1.39735017501509801E-003  1.39289989628520183E-003  1.39285215211610268E-003  8.98775552426958751E-002  8.98744745265918910E-002
  5.45091193816910806E-004  5.43342820399015367E-004  5.43324196338826251E-004  2.43763807270437746E-003  2.43755451824029506E-003
  1.28168714787134852E-003  1.27760373648412541E-003  1.27755994429990384E-003  6.39932330421110699E-003  6.39910395580247163E-003
  6.43504655480909714E-004  6.41444724136279280E-004  6.41422737455498034E-004  3.20579666578886752E-003  3.20568678129645474E-003
  1.54550190757280327E-003  1.54058173596092270E-003  1.54052892972902119E-003  8.13837668949232707E-003  8.13809773187736986E-003
  1.40090745426672022E-003  1.39644589646920579E-003  1.39639803075453052E-003  6.76543870047711677E-003  6.76520680280071323E-003
  9.50889575070858889E-004  9.47855337304097574E-004  9.47822847844061200E-004  4.38363111228013812E-003  4.38348085537676284E-003
  8.86639266052678524E-004  8.83808764566884554E-004  8.83778470419239581E-004  4.10111099095707664E-003  4.10097041794286760E-003
  2.69819794756693155E-004  2.68939491102998106E-004  2.68930272714384890E-004  1.18814026359056156E-003  1.18809953792906649E-003
  1.41784647692848298E-003  1.41333119212304456E-003  1.41328274763422197E-003  7.03329851697823225E-003  7.03305743792126316E-003
  1.10559429348597109E-003  1.10206941385958919E-003  1.10203163843251525E-003  5.38443205649699434E-003  5.38424749532684464E-003
  1.35813329863934814E-003  1.35380741240698926E-003  1.35376100820365085E-003  6.69720567513075460E-003  6.69697611626559035E-003
  3.32310311751599031E-004  3.31233763169483939E-004  3.31222409531763422E-004  1.26958363276809109E-003  1.26954011548748111E-003
  9.44757950860700244E-004  9.41743156546245787E-004  9.41710876592282819E-004  4.75272530581738288E-003  4.75256239754139661E-003
  1.41757685874932733E-003  1.41306242909512475E-003  1.41301399381862946E-003  7.05807728983811646E-003  7.05783536144368416E-003
  8.72708793429028133E-004  8.69922459079013164E-004  8.69892640909663921E-004  4.54067872847457865E-003  4.54052308847955471E-003
  1.26225194292353899E-003  1.25823017447198086E-003  1.25818704635172088E-003  1.06041938559972397E-002  1.06038303780286516E-002
  8.41969169985305591E-004  8.39280297002588513E-004  8.39251529148897502E-004  4.14484466384216089E-003  4.14470259177691924E-003
  8.13429255153845380E-004  8.10830853057481764E-004  8.10803060360047929E-004  5.98062018465019690E-003  5.98041518805074099E-003
  2.30146538318053249E-004  2.29390445410283117E-004  2.29382582636908833E-004  7.39606891633222191E-004  7.39581540266191816E-004
  1.36635999083532973E-003  1.36200801085816794E-003  1.36196132556442944E-003  6.90576090905369727E-003  6.90552420158046815E-003
  5.13698125297596883E-004  5.12049051325218153E-004  5.12031499915698929E-004  2.49788296197679801E-003  2.49779734250990190E-003
  3.51849154043953319E-004  3.50711048582531089E-004  3.50699027325542922E-004  1.58465547475491022E-003  1.58460115781571009E-003
  1.20527601563492209E-003  1.20143496788929446E-003  1.20139378652770845E-003  6.24120767796758694E-003  6.24099374926056442E-003
  1.35083773491411017E-003  1.34653498909037832E-003  1.34648883416251777E-003  6.49810114709978553E-003  6.49787841290240271E-003
  1.39622488003805236E-003  1.39177817431830825E-003  1.39173046859823388E-003  7.05447013158788487E-003  7.05422832683712166E-003
  9.77116984836499556E-004  9.73999572918186549E-004  9.73966187317076609E-004  5.05258428950243477E-003  5.05241110301638333E-003
  1.35799872416796650E-003  1.35367326486448593E-003  1.35362686525927040E-003  6.60023396694095488E-003  6.60000773195556795E-003
  1.52854104712427460E-004  1.52338309157830809E-004  1.52333087486112992E-004  4.67679329905099582E-004  4.67663299348219550E-004
  1.46905869360103303E-003  1.46438097525925718E-003  1.46433078094657283E-003  8.98253309514061675E-003  8.98222520253617700E-003
  7.45329745593451215E-004  7.42947203670618335E-004  7.42921737808336464E-004  3.64630908006474685E-003  3.64618409621086242E-003
  9.61794339541824182E-005  9.58375783129334545E-005  9.58342933061945084E-005  2.06976580338211669E-004  2.06969485840696385E-004
  7.80502791531358336E-004  7.78008763627537569E-004  7.77982095966725865E-004  5.19859199899563428E-003  5.19841380783007088E-003
  4.96030660128823735E-004  4.94437451969186276E-004  4.94420504229162844E-004  2.43490291373882296E-003  2.43481945302726367E-003
  1.29129061976939624E-003  1.28717674761944325E-003  1.28713262730290111E-003  6.46221857476471373E-003  6.46199707050762202E-003
  1.40959082503408690E-003  1.40510172538243334E-003  1.40505356297351012E-003  6.99605183300085372E-003  6.99581203064126092E-003
  5.62569256789173760E-004  5.60765571437249260E-004  5.60746350180687386E-004  2.70210560013917555E-003  2.70201298057110928E-003
  1.39667051649327504E-003  1.39222239706804016E-003  1.39217467612143568E-003  7.40021410387923725E-003  7.39996044812655206E-003
  8.15488760494613527E-004  8.12883835177800537E-004  8.12855972110684290E-004  4.21723216886788280E-003  4.21708761558995272E-003
  1.37925986371125906E-003  1.37486696699883645E-003  1.37481984094106114E-003  8.12977918206788178E-003  8.12950051914900114E-003
  4.00267064453375791E-004  3.98976334721640429E-004  3.98962659084478610E-004  1.83735174000666367E-003  1.83728876144484648E-003
  1.09684383857485486E-003  1.09334671217820164E-003  1.09330923573753387E-003  5.59197670066688413E-003  5.59178502552787424E-003
  8.04122033737881192E-004  8.01553141640668149E-004  8.01525666953617532E-004  4.20386321190847640E-003  4.20371911687577888E-003
  1.22491736100643228E-003  1.22101401344522614E-003  1.22097216097637206E-003  7.20431076561475672E-003  7.20406382480230298E-003
  9.28292346493195730E-004  9.25329766488641563E-004  9.25298049133383739E-004  4.47372796015668966E-003  4.47357461502049907E-003
  4.59469599969467338E-004  4.57991950398288050E-004  4.57976251893903001E-004  2.12595328262719929E-003  2.12588041172433618E-003
  6.67814474214408599E-004  6.65677542125948669E-004  6.65654724821398546E-004  3.30425089543050611E-003  3.30413763624077270E-003
  4.45255456135362044E-004  4.43822709807992297E-004  4.43807496980014543E-004  2.07941878088535722E-003  2.07934750503689517E-003
  3.28880318987855047E-004  3.27814495729979204E-004  3.27803259293848917E-004  1.57036355947219293E-003  1.57030973241430822E-003
  1.96869614756609078E-004  1.96217353332666722E-004  1.96210627627162122E-004  6.95865787257454152E-004  6.95841935196073028E-004
