  1.10859103907015805E-003  1.10933275914219982E-003  1.10929473475078499E-003  1.10933275914219982E-003  1.10929473475078499E-003  5.38787715841247510E-003  5.38769247915528177E-003
  1.19109361441597063E-003  1.19189053412437854E-003  1.19184967991555705E-003  1.19189053412437854E-003  1.19184967991555705E-003  7.69135907662380630E-002  7.69109544135129636E-002
  4.64056785724883882E-004  4.64367269667907234E-004  4.64351352637896531E-004  4.64367269667907234E-004  4.64351352637894091E-004  2.08467650596240450E-003  2.08460504989589927E-003
  1.09243329759856978E-003  1.09316420708113456E-003  1.09312673689614440E-003  1.09316420708113456E-003  1.09312673689614570E-003  5.47595234895335240E-003  5.47576465075833192E-003
  5.48030700920889712E-004  5.48397369124996358E-004  5.48378571810988831E-004  5.48397369124996358E-004  5.48378571810988831E-004  2.74203505571297707E-003  2.74194106749048446E-003
  1.31746787464389128E-003  1.31834934702196966E-003  1.31830415820808071E-003  1.31834934702196966E-003  1.31830415820808049E-003  6.96472268991675959E-003  6.96448396142032491E-003
  1.19412815926684172E-003  1.19492710928490852E-003  1.19488615099198024E-003  1.19492710928490852E-003  1.19488615099199000E-003  5.78925768479810268E-003  5.78905924749571060E-003
  8.10260463948657200E-004  8.10802581262528460E-004  8.10774789534160381E-004  8.10802581262528460E-004  8.10774789534162332E-004  3.75021076083796026E-003  3.75008221556543926E-003
  7.55452485652487616E-004  7.55957932816105744E-004  7.55932020987494361E-004  7.55957932816105744E-004  7.55932020987494361E-004  3.50857530422427110E-003  3.50845504144494096E-003
  2.29018690117940518E-004  2.29171914765935735E-004  2.29164059483095414E-004  2.29171914765935735E-004  2.29164059483095468E-004  1.01516448514815368E-003  1.01512968854505000E-003
  1.20857716966464015E-003  1.20938578701848608E-003  1.20934433312815852E-003  1.20938578701848608E-003  1.20934433312816091E-003  6.01876634044858951E-003  6.01856003632116835E-003
  9.42225998004448599E-004  9.42856408940610812E-004  9.42824090827901391E-004  9.42856408940610812E-004  9.42824090827907245E-004  4.60713177390451468E-003  4.60697385611071042E-003
  1.15764178988326128E-003  1.15841632812632885E-003  1.15837662130660103E-003  1.15841632812632885E-003  1.15837662130661078E-003  5.73102914011515852E-003  5.73083269870219847E-003
  2.82413179273521668E-004  2.82602130032420340E-004  2.82592443332089051E-004  2.82602130032420340E-004  2.82592443332089105E-004  1.08502731465711971E-003  1.08499012337889009E-003
  8.05029962469700909E-004  8.05568580233563883E-004  8.05540967910080958E-004  8.05568580233563883E-004  8.05540967910078573E-004  4.06623409445909176E-003  4.06609471691390511E-003
  1.20834718400708130E-003  1.20915564748529493E-003  1.20911420148342354E-003  1.20915564748529493E-003  1.20911420148342354E-003  6.03997022030933889E-003  6.03976318938042114E-003
  7.43568976899763672E-004  7.44066473211732319E-004  7.44040968984461745E-004  7.44066473211732319E-004  7.44040968984461637E-004  3.88465137988449781E-003  3.88451822641613237E-003
  1.07585497599747165E-003  1.07657479349483154E-003  1.07653789194207122E-003  1.07657479349483154E-003  1.07653789194207144E-003  9.07385753547657221E-003  9.07354651255969091E-003
  7.17346287230616027E-004  7.17826238831202937E-004  7.17801634035531008E-004  7.17826238831202937E-004  7.17801634035530899E-004  3.54591385603921297E-003  3.54579231341323360E-003
  6.92999326194625479E-004  6.93462988067885372E-004  6.93439218366802626E-004  6.93462988067885372E-004  6.93439218366802626E-004  5.11637518520800198E-003  5.11619981217274235E-003
  1.95103065479317300E-004  1.95233596426483755E-004  1.95226904441030700E-004  1.95233596426483755E-004  1.95226904441030727E-004  6.31176760606706961E-004  6.31155125878988003E-004
  1.16465915043589634E-003  1.16543838375351115E-003  1.16539843624011521E-003  1.16543838375351115E-003  1.16539843624011543E-003  5.90950845603042084E-003  5.90930589691593920E-003
  4.37265896773217258E-004  4.37558455751045356E-004  4.37543457641732217E-004  4.37558455751045356E-004  4.37543457641731783E-004  2.13612534645726609E-003  2.13605212688846571E-003
  2.99098934088318441E-004  2.99299049028802064E-004  2.99288790011302563E-004  2.99299049028802064E-004  2.99288790011302509E-004  1.35453877454172868E-003  1.35449234526960360E-003
  1.02725467705539028E-003  1.02794197776250626E-003  1.02790674318767403E-003  1.02794197776250626E-003  1.02790674318767403E-003  5.34048354388514182E-003  5.34030048913061110E-003
  1.15141868358150453E-003  1.15218905815814439E-003  1.15214956478938680E-003  1.15218905815814439E-003  1.15214956478938636E-003  5.56063026931666229E-003  5.56043966863317436E-003
  1.19013391404208823E-003  1.19093019164790261E-003  1.19088937035655997E-003  1.19093019164790261E-003  1.19088937035655954E-003  6.03684018893027412E-003  6.03663326529036478E-003
  8.32633099056112754E-004  8.33190185135996306E-004  8.33161626031926400E-004  8.33190185135996306E-004  8.33161626031922497E-004  4.32289349407190618E-003  4.32274531906067655E-003
  1.15752700173173888E-003  1.15830146317403345E-003  1.15826176029152012E-003  1.15830146317403345E-003  1.15826176029151968E-003  5.64804422081541854E-003  5.64785062385990584E-003
  1.28951681260668056E-004  1.29037943583517966E-004  1.29033520574071015E-004  1.29037943583517966E-004  1.29033520574070988E-004  3.98622517755342078E-004  3.98608854245890553E-004
  1.25226130275904869E-003  1.25309914766349984E-003  1.25305619541848478E-003  1.25309914766349984E-003  1.25305619541848522E-003  7.68698803055093728E-003  7.68672454510201889E-003
  6.34904063524959102E-004  6.35328855814824931E-004  6.35307078766514681E-004  6.35328855814824931E-004  6.35307078766514247E-004  3.11909872576842870E-003  3.11899181300518205E-003
  8.03474824586071989E-005  8.04012047323190884E-005  8.03984488352689714E-005  8.04012047323190884E-005  8.03984488352689578E-005  1.75519135332395096E-004  1.75513119095836110E-004
  6.64910182335079762E-004  6.65355050710374880E-004  6.65332244459800851E-004  6.65355050710374880E-004  6.65332244459800959E-004  4.44722266909650544E-003  4.44707023247691707E-003
  4.22187622566033477E-004  4.22470093119619748E-004  4.22455612191289110E-004  4.22470093119619748E-004  4.22455612191289110E-004  2.08220780724395699E-003  2.08213643579656642E-003
  1.10062504472989734E-003  1.10136143502898324E-003  1.10132368386917480E-003  1.10136143502898324E-003  1.10132368386917480E-003  5.52979634756426645E-003  5.52960680376944104E-003
  1.20153508529150920E-003  1.20233899102892652E-003  1.20229777868030466E-003  1.20233899102892652E-003  1.20229777868030466E-003  5.98687715736077961E-003  5.98667194629270028E-003
  4.78971339707323055E-004  4.79291802512278326E-004  4.79275373916846956E-004  4.79291802512278326E-004  4.79275373916847065E-004  2.31095744619616225E-003  2.31087823394017945E-003
  1.19051403134113969E-003  1.19131056327033110E-003  1.19126972894108025E-003  1.19131056327033110E-003  1.19126972894108047E-003  6.33270405125565400E-003  6.33248698634510110E-003
  6.94756508186303626E-004  6.95221345730734613E-004  6.95197515758756712E-004  6.95221345730734613E-004  6.95197515758756821E-004  3.60760111865881866E-003  3.60747746159032845E-003
  1.17566271050237032E-003  1.17644930592353042E-003  1.17640898099080149E-003  1.17644930592353042E-003  1.17640898099080193E-003  6.95700728107844727E-003  6.95676881704244097E-003
  3.40443011955408675E-004  3.40670789383884271E-004  3.40659112274981459E-004  3.40670789383884271E-004  3.40659112274988344E-004  1.57082280051315873E-003  1.57076895771393089E-003
