mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A S T U V W X  chisqdiff
125.000000 325.000000 -0.650000 1.500000 -1.000000 1.000000 0.000000 190.754149 4.911817e+00 1 1 1 83.519048 9.394662e-03 4.893568e-03 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 114.97
125.000000 325.000000 -0.650000 1.870000 -1.000000 1.000000 0.000000 189.968360 3.930132e+00 0 1 1 83.519048 1.202223e-02 7.464105e-03 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 114.185
125.000000 325.000000 -0.650000 2.240000 -1.000000 1.000000 0.000000 189.934610 3.077148e+00 0 1 1 83.519048 1.498151e-02 1.063803e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 114.151
125.000000 325.000000 -0.650000 2.610000 -1.000000 1.000000 0.000000 190.249061 2.478532e+00 0 1 1 83.519048 1.827350e-02 1.440160e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 114.465
125.000000 325.000000 -0.650000 2.980000 -1.000000 1.000000 0.000000 190.689179 2.049143e+00 0 1 1 83.519048 2.189930e-02 1.874902e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 114.905
125.000000 325.000000 -0.650000 3.350000 -1.000000 1.000000 0.000000 191.143389 1.729901e+00 0 1 1 83.519048 2.585978e-02 2.367750e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 115.36
125.000000 325.000000 -0.650000 3.720000 -1.000000 1.000000 0.000000 191.563380 1.485051e+00 0 1 1 83.519048 3.015556e-02 2.918557e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 115.78
125.000000 325.000000 -0.650000 4.090000 -1.000000 1.000000 0.000000 191.932529 1.292451e+00 0 1 1 83.519048 3.478711e-02 3.527240e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 116.149
125.000000 325.000000 -0.650000 4.460000 -1.000000 1.000000 0.000000 192.249635 1.137809e+00 0 1 1 83.519048 3.975476e-02 4.193748e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 116.466
125.000000 325.000000 -0.650000 4.830000 -1.000000 1.000000 0.000000 192.520833 1.011525e+00 0 1 1 83.519048 4.505875e-02 4.918048e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 116.737
125.000000 325.000000 -0.650000 5.200000 -1.000000 1.000000 0.000000 192.755601 9.069238e-01 0 1 1 83.519048 5.069929e-02 5.700120e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 116.972
125.000000 325.000000 -0.650000 5.570000 -1.000000 1.000000 0.000000 192.964801 8.192275e-01 0 1 1 83.519048 5.667651e-02 6.539950e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 117.181
125.000000 325.000000 -0.650000 5.940000 -1.000000 1.000000 0.000000 193.159735 7.449292e-01 0 1 1 83.519048 6.299052e-02 7.437527e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 117.376
125.000000 325.000000 -0.650000 6.310000 -1.000000 1.000000 0.000000 193.321279 6.814011e-01 0 1 1 83.519048 6.964142e-02 8.392845e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 117.537
125.000000 325.000000 -0.650000 6.680000 -1.000000 1.000000 0.000000 193.514404 6.266377e-01 0 1 1 83.519048 7.662928e-02 9.405897e-02 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 117.731
125.000000 325.000000 -0.650000 7.050000 -1.000000 1.000000 0.000000 193.725351 6.395697e-01 0 1 1 83.519048 8.395415e-02 1.047668e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 117.942
125.000000 325.000000 -0.650000 7.420000 -1.000000 1.000000 0.000000 193.964348 6.771226e-01 0 1 0 83.519048 9.161608e-02 1.160519e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 118.181
125.000000 325.000000 -0.650000 7.790000 -1.000000 1.000000 0.000000 194.241160 5.009741e-01 0 1 0 83.519048 9.961511e-02 1.279143e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 118.457
125.000000 325.000000 -0.650000 8.160000 -1.000000 1.000000 0.000000 194.565013 4.726797e-01 0 1 0 83.519048 1.079513e-01 1.403539e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 118.781
125.000000 325.000000 -0.650000 8.530000 -1.000000 1.000000 0.000000 194.944523 4.729416e-01 0 1 0 83.519048 1.166246e-01 1.533708e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 119.161
125.000000 325.000000 -0.650000 8.900000 -1.000000 1.000000 0.000000 195.387597 4.970874e-01 0 1 0 83.519048 1.256351e-01 1.669649e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 119.604
125.000000 325.000000 -0.650000 9.270000 -1.000000 1.000000 0.000000 195.872495 5.389474e-01 0 1 0 83.519048 1.349828e-01 1.811362e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 120.089
125.000000 325.000000 -0.650000 9.640000 -1.000000 1.000000 0.000000 196.460308 5.826458e-01 0 1 0 83.519048 1.446678e-01 1.958846e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 120.677
125.000000 325.000000 -0.650000 10.010000 -1.000000 1.000000 0.000000 197.130066 6.282209e-01 0 1 0 83.519048 1.546899e-01 2.112103e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 121.346
125.000000 325.000000 -0.650000 10.380000 -1.000000 1.000000 0.000000 197.885863 6.747941e-01 0 1 0 83.519048 1.650493e-01 2.271132e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 122.102
125.000000 325.000000 -0.650000 10.750000 -1.000000 1.000000 0.000000 198.730607 7.236749e-01 0 1 0 83.519048 1.757460e-01 2.435932e-01 4.371807e-03 2.882613e-02 3.519742e-03 9.704449e-04 7.537390e-04 -8.813027e-05 122.947
