mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A S T U V W X 
125.000000 300.000000 -0.624000 5.570000 -1.000000 1.000000 0.000000 234.860638 4.202352e-01 0 1 1 20.386058 5.077465e+01 2.004934e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 5.940000 -1.000000 1.000000 0.000000 234.860260 3.855234e-01 0 1 1 20.386058 5.671225e+01 2.279913e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 6.310000 -1.000000 1.000000 0.000000 234.859730 3.557783e-01 0 1 1 20.386058 6.290827e+01 2.572573e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 6.680000 -1.000000 1.000000 0.000000 234.859072 3.300723e-01 0 1 1 20.386058 6.936510e+01 2.882915e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 7.050000 -1.000000 1.000000 0.000000 234.858302 3.076897e-01 0 1 1 20.386058 7.608468e+01 3.210939e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 7.420000 -1.000000 1.000000 0.000000 234.857433 2.880698e-01 0 1 1 20.386058 8.306852e+01 3.556644e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 7.790000 -1.000000 1.000000 0.000000 234.856473 2.707677e-01 0 1 1 20.386058 9.031787e+01 3.920029e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 8.160000 -1.000000 1.000000 0.000000 234.855429 2.554258e-01 0 1 1 20.386058 9.783376e+01 4.301095e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 8.530000 -1.000000 1.000000 0.000000 234.854305 2.417542e-01 0 1 0 20.386058 1.056170e+02 4.699842e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 8.900000 -1.000000 1.000000 0.000000 234.853106 2.295151e-01 0 1 0 20.386058 1.136684e+02 5.116269e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 9.270000 -1.000000 1.000000 0.000000 234.851833 2.185124e-01 0 1 0 20.386058 1.219884e+02 5.550376e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 9.640000 -1.000000 1.000000 0.000000 234.850489 2.121514e-01 0 1 0 20.386058 1.305776e+02 6.002164e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 10.010000 -1.000000 1.000000 0.000000 234.849076 2.287537e-01 0 1 0 20.386058 1.394365e+02 6.471631e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 10.380000 -1.000000 1.000000 0.000000 234.847594 2.459813e-01 0 1 0 20.386058 1.485653e+02 6.958779e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 10.750000 -1.000000 1.000000 0.000000 234.846045 2.638340e-01 0 1 0 20.386058 1.579645e+02 7.463607e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 11.120000 -1.000000 1.000000 0.000000 234.844429 2.823120e-01 0 1 0 20.386058 1.676342e+02 7.986115e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 11.490000 -1.000000 1.000000 0.000000 234.842747 3.014151e-01 0 1 0 20.386058 1.775748e+02 8.526303e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 11.860000 -1.000000 1.000000 0.000000 234.840999 3.211435e-01 0 1 0 20.386058 1.877864e+02 9.084171e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 12.230000 -1.000000 1.000000 0.000000 234.839185 3.414971e-01 0 1 0 20.386058 1.982693e+02 9.659718e-02 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 12.600000 -1.000000 1.000000 0.000000 234.837307 3.624759e-01 0 1 0 20.386058 2.090236e+02 1.025295e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 12.970000 -1.000000 1.000000 0.000000 234.835362 3.840800e-01 0 1 0 20.386058 2.200494e+02 1.086385e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 13.340000 -1.000000 1.000000 0.000000 234.833353 4.063092e-01 0 1 0 20.386058 2.313469e+02 1.149244e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 13.710000 -1.000000 1.000000 0.000000 234.831279 4.291637e-01 0 1 0 20.386058 2.429162e+02 1.213871e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 14.080000 -1.000000 1.000000 0.000000 234.829139 4.526434e-01 0 1 0 20.386058 2.547574e+02 1.280266e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 14.450000 -1.000000 1.000000 0.000000 234.826935 4.767483e-01 0 1 0 20.386058 2.668706e+02 1.348428e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 14.820000 -1.000000 1.000000 0.000000 234.824665 5.014785e-01 0 1 0 20.386058 2.792559e+02 1.418359e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 15.190000 -1.000000 1.000000 0.000000 234.822330 5.268338e-01 0 1 0 20.386058 2.919133e+02 1.490058e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 15.560000 -1.000000 1.000000 0.000000 234.819930 5.528144e-01 0 1 0 20.386058 3.048430e+02 1.563524e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 15.930000 -1.000000 1.000000 0.000000 234.817464 5.794202e-01 0 1 0 20.386058 3.180450e+02 1.638759e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 16.300000 -1.000000 1.000000 0.000000 234.814933 6.066512e-01 0 1 0 20.386058 3.315193e+02 1.715762e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 16.670000 -1.000000 1.000000 0.000000 234.812337 6.345075e-01 0 1 0 20.386058 3.452661e+02 1.794532e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 17.040000 -1.000000 1.000000 0.000000 234.809675 6.629890e-01 0 1 0 20.386058 3.592852e+02 1.875071e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 17.410000 -1.000000 1.000000 0.000000 234.806948 6.920956e-01 0 1 0 20.386058 3.735769e+02 1.957378e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 17.780000 -1.000000 1.000000 0.000000 234.804154 7.218276e-01 0 1 0 20.386058 3.881412e+02 2.041452e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 18.150000 -1.000000 1.000000 0.000000 234.801296 7.521847e-01 0 1 0 20.386058 4.029780e+02 2.127295e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 18.520000 -1.000000 1.000000 0.000000 234.798371 7.831670e-01 0 1 0 20.386058 4.180874e+02 2.214905e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 18.890000 -1.000000 1.000000 0.000000 234.795380 8.147746e-01 0 1 0 20.386058 4.334694e+02 2.304284e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 19.260000 -1.000000 1.000000 0.000000 234.792324 8.470074e-01 0 1 0 20.386058 4.491241e+02 2.395431e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 19.630000 -1.000000 1.000000 0.000000 234.789201 8.798655e-01 0 1 0 20.386058 4.650516e+02 2.488345e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.624000 20.000000 -1.000000 1.000000 0.000000 234.786013 9.133487e-01 0 1 0 20.386058 4.812517e+02 2.583028e-01 -5.127360e-03 3.306086e-02 5.347063e-03 -4.253238e-04 3.561282e-04 -9.769540e-05
125.000000 300.000000 -0.598000 1.500000 -1.000000 1.000000 0.000000 226.675045 2.561162e+00 0 1 1 52.712749 2.527216e-01 3.332986e-03 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 1.870000 -1.000000 1.000000 0.000000 234.563035 1.881338e+00 0 1 1 52.712749 2.441230e+00 5.120446e-03 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 2.240000 -1.000000 1.000000 0.000000 234.652560 1.431376e+00 0 1 1 52.712749 4.840639e+00 7.315488e-03 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 2.610000 -1.000000 1.000000 0.000000 234.759071 1.141283e+00 0 1 1 52.712749 7.254811e+00 9.912786e-03 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 2.980000 -1.000000 1.000000 0.000000 234.772259 9.418881e-01 0 1 1 52.712749 9.721891e+00 1.291010e-02 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 3.350000 -1.000000 1.000000 0.000000 234.779448 7.973417e-01 0 1 1 52.712749 1.227482e+01 1.630634e-02 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 3.720000 -1.000000 1.000000 0.000000 234.783671 6.882360e-01 0 1 1 52.712749 1.493493e+01 2.010095e-02 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 4.090000 -1.000000 1.000000 0.000000 234.708096 6.032903e-01 0 1 1 52.712749 1.771603e+01 2.429360e-02 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
125.000000 300.000000 -0.598000 4.460000 -1.000000 1.000000 0.000000 234.709578 5.355271e-01 0 1 1 52.712749 2.062733e+01 2.888409e-02 -3.723946e-03 2.671268e-02 3.816556e-03 1.129730e-04 3.437224e-04 -9.401950e-05
