mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A S T U V W X  chisqdiff
125.000000 350.000000 0.130000 14.080000 -1.000000 1.000000 0.000000 82.405698 9.287982e-01 1 1 1 245.090277 3.495217e-03 1.021012e+00 -6.908099e-03 3.063076e-04 -1.520457e-05 -3.210964e-04 -2.999845e-04 -4.916826e-05 6.62601
125.000000 350.000000 0.130000 14.450000 -1.000000 1.000000 0.000000 80.502476 9.810778e-01 1 1 1 245.090277 3.738012e-03 1.074940e+00 -6.908099e-03 3.063076e-04 -1.520457e-05 -3.210964e-04 -2.999845e-04 -4.916826e-05 4.72279
125.000000 350.000000 0.156000 11.490000 -1.000000 1.000000 0.000000 83.918578 9.411654e-01 1 1 1 243.463594 3.323995e-03 6.815698e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 8.13889
125.000000 350.000000 0.156000 11.860000 -1.000000 1.000000 0.000000 81.195780 6.360248e-01 1 1 1 243.463594 3.605318e-03 7.254618e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 5.41609
125.000000 350.000000 0.156000 12.230000 -1.000000 1.000000 0.000000 79.426116 8.376919e-01 1 1 1 243.463594 3.906097e-03 7.707452e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 3.64643
125.000000 350.000000 0.156000 12.600000 -1.000000 1.000000 0.000000 78.529533 9.462251e-01 1 1 1 243.463594 4.226330e-03 8.174200e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 2.74985
125.000000 350.000000 0.156000 12.970000 -1.000000 1.000000 0.000000 78.424052 7.713748e-01 1 1 1 243.463594 4.566014e-03 8.654861e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 2.64437
125.000000 350.000000 0.156000 13.340000 -1.000000 1.000000 0.000000 79.084054 8.192000e-01 1 1 1 243.463594 4.925148e-03 9.149435e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 3.30437
125.000000 350.000000 0.156000 13.710000 -1.000000 1.000000 0.000000 80.405207 8.677966e-01 1 1 1 243.463594 5.303730e-03 9.657923e-01 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 4.62552
125.000000 350.000000 0.156000 14.080000 -1.000000 1.000000 0.000000 82.393305 9.183857e-01 1 1 1 243.463594 5.701760e-03 1.018032e+00 -6.493313e-03 4.515818e-04 -8.176719e-06 -2.771439e-04 -2.737516e-04 -4.949579e-05 6.61362
