mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A mHc l6 l7 m12_2 S T U V W X  chisqdiff
125.000000 500.000000 -0.104000 2.240000 -3.596647 3.513017 2.000000 85.678757 4.911271e-01 0 1 1 185.714430 5.756120e-03 2.087959e-02 5.000000e+02 -7.771561e-16 -2.220446e-16 1.122496e+05 -1.579565e-02 1.973682e-02 2.322791e-04 -2.128031e-04 -1.748153e-04 -2.367645e-05 10.0891
125.000000 500.000000 -0.078000 1.870000 -3.578353 3.531311 2.000000 80.588138 7.340502e-01 0 1 1 185.714431 5.182951e-03 1.494898e-02 5.000000e+02 3.608225e-16 0.000000e+00 1.354528e+05 -1.603616e-02 1.110196e-02 1.293614e-04 -2.417520e-04 -1.945414e-04 -2.367645e-05 4.99847
125.000000 500.000000 -0.078000 2.240000 -3.578353 3.531311 2.000000 81.705129 4.911271e-01 0 1 1 185.714431 5.383228e-03 2.087794e-02 5.000000e+02 -9.992007e-16 0.000000e+00 1.139113e+05 -1.603616e-02 1.110196e-02 1.293614e-04 -2.417520e-04 -1.945414e-04 -2.367645e-05 6.11546
125.000000 500.000000 -0.052000 1.870000 -3.565286 3.544378 2.000000 78.070550 7.340502e-01 0 1 1 185.714431 4.894664e-03 1.494781e-02 5.000000e+02 3.053113e-16 2.220446e-16 1.376678e+05 -1.620796e-02 4.934206e-03 5.584870e-05 -2.624298e-04 -2.086315e-04 -2.367645e-05 2.48089
125.000000 500.000000 -0.052000 2.240000 -3.565286 3.544378 2.000000 78.649523 5.168393e-01 0 1 1 185.714431 5.022402e-03 2.087676e-02 5.000000e+02 -5.551115e-16 1.110223e-16 1.154627e+05 -1.620796e-02 4.934206e-03 5.584870e-05 -2.624298e-04 -2.086315e-04 -2.367645e-05 3.05986
125.000000 500.000000 -0.026000 1.870000 -3.557445 3.552218 2.000000 76.387673 7.735354e-01 0 1 1 185.714431 4.613411e-03 1.494710e-02 5.000000e+02 4.996004e-16 -1.110223e-16 1.397588e+05 -1.631104e-02 1.233552e-03 1.174110e-05 -2.748364e-04 -2.170856e-04 -2.367645e-05 0.798008
125.000000 500.000000 -0.026000 2.240000 -3.557445 3.552218 2.000000 76.592449 7.771418e-01 0 1 1 185.714431 4.674312e-03 2.087606e-02 5.000000e+02 -4.440892e-16 0.000000e+00 1.169014e+05 -1.631104e-02 1.233552e-03 1.174110e-05 -2.748364e-04 -2.170856e-04 -2.367645e-05 1.00278
125.000000 500.000000 0.000000 1.870000 -3.554832 3.554832 2.000000 75.623941 7.886601e-01 0 1 1 185.714431 4.339740e-03 1.494687e-02 5.000000e+02 3.330669e-16 -1.110223e-16 1.417219e+05 -1.634540e-02 1.456416e-16 -2.961430e-06 -2.789720e-04 -2.199036e-04 -2.367645e-05 0.034276
125.000000 500.000000 0.000000 2.240000 -3.554832 3.554832 2.000000 75.660601 7.886622e-01 0 1 1 185.714431 4.339627e-03 2.087582e-02 5.000000e+02 -7.771561e-16 1.110223e-16 1.182246e+05 -1.634540e-02 5.166810e-16 -2.961430e-06 -2.789720e-04 -2.199036e-04 -2.367645e-05 0.070936
125.000000 500.000000 0.026000 1.870000 -3.557445 3.552218 2.000000 75.798447 8.018190e-01 0 1 1 185.714431 4.074199e-03 1.494710e-02 5.000000e+02 3.608225e-16 2.220446e-16 1.435531e+05 -1.631104e-02 1.233552e-03 1.174110e-05 -2.748364e-04 -2.170856e-04 -2.367645e-05 0.208782
