mh mH cba tb Z4 Z5 Z7 chisq tot_hbobs stb uni per mA Gamma_h Gamma_A mHc l6 l7 m12_2 S T U V W X 
125.000000 350.000000 -0.416000 4.090000 -1.000000 1.000000 0.000000 172.094986 6.430864e-01 0 1 1 208.278831 2.094712e-02 7.524568e-02 3.224975e+02 -4.163336e-17 -5.551115e-17 2.156904e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 4.460000 -1.000000 1.000000 0.000000 174.574472 6.470161e-01 0 1 1 208.278831 2.336368e-02 8.933256e-02 3.224975e+02 -4.163336e-17 4.440892e-16 2.016553e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 4.830000 -1.000000 1.000000 0.000000 176.775288 6.504051e-01 0 1 1 208.278831 2.591751e-02 1.046507e-01 3.224975e+02 0.000000e+00 -2.220446e-16 1.891172e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 5.200000 -1.000000 1.000000 0.000000 178.728986 6.533441e-01 0 1 1 208.278831 2.860878e-02 1.211978e-01 3.224975e+02 8.326673e-17 -5.551115e-16 1.779034e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 5.570000 -1.000000 1.000000 0.000000 180.466242 6.559063e-01 0 1 1 208.278831 3.143764e-02 1.389722e-01 3.224975e+02 -2.081668e-17 -3.330669e-16 1.678472e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 5.940000 -1.000000 1.000000 0.000000 182.015336 6.581513e-01 0 1 1 208.278831 3.440419e-02 1.579727e-01 3.224975e+02 1.665335e-16 -4.440892e-16 1.587984e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 6.310000 -1.000000 1.000000 0.000000 183.401609 6.601279e-01 0 1 1 208.278831 3.750851e-02 1.781986e-01 3.224975e+02 -1.387779e-17 1.110223e-16 1.506262e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 6.680000 -1.000000 1.000000 0.000000 184.647432 6.618758e-01 0 1 1 208.278831 4.075066e-02 1.996492e-01 3.224975e+02 1.179612e-16 2.220446e-16 1.432178e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 7.050000 -1.000000 1.000000 0.000000 185.772404 6.634282e-01 0 1 1 208.278831 4.413071e-02 2.223242e-01 3.224975e+02 -4.163336e-17 -3.330669e-16 1.364769e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 7.420000 -1.000000 1.000000 0.000000 186.793641 6.648123e-01 0 1 0 208.278831 4.764870e-02 2.462232e-01 3.224975e+02 -3.469447e-17 4.440892e-16 1.303216e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 7.790000 -1.000000 1.000000 0.000000 187.726205 6.660511e-01 0 1 0 208.278831 5.130464e-02 2.713459e-01 3.224975e+02 -1.179612e-16 1.110223e-16 1.246818e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 8.160000 -1.000000 1.000000 0.000000 188.582976 6.671636e-01 0 1 0 208.278831 5.509858e-02 2.976921e-01 3.224975e+02 6.938894e-17 5.551115e-16 1.194975e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 8.530000 -1.000000 1.000000 0.000000 189.375474 6.681662e-01 0 1 0 208.278831 5.903054e-02 3.252617e-01 3.224975e+02 1.387779e-17 3.330669e-16 1.147174e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 8.900000 -1.000000 1.000000 0.000000 190.113777 6.690725e-01 0 1 0 208.278831 6.310054e-02 3.540546e-01 3.224975e+02 -1.144917e-16 2.220446e-16 1.102972e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 9.270000 -1.000000 1.000000 0.000000 190.806794 6.698942e-01 0 1 0 208.278831 6.730859e-02 3.840706e-01 3.224975e+02 -6.938894e-17 5.551115e-16 1.061988e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 9.640000 -1.000000 1.000000 0.000000 191.462432 6.706412e-01 0 1 0 208.278831 7.165471e-02 4.153097e-01 3.224975e+02 1.040834e-17 3.330669e-16 1.023889e+04 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 10.010000 -1.000000 1.000000 0.000000 192.087747 6.713221e-01 0 1 0 208.278831 7.613892e-02 4.477719e-01 3.224975e+02 -1.283695e-16 -1.110223e-16 9.883869e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 10.380000 -1.000000 1.000000 0.000000 192.689059 6.719444e-01 0 1 0 208.278831 8.076121e-02 4.814569e-01 3.224975e+02 -5.204170e-17 2.220446e-16 9.552299e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 10.750000 -1.000000 1.000000 0.000000 193.272054 8.363343e-01 0 1 0 208.278831 8.552160e-02 5.163649e-01 3.224975e+02 4.510281e-17 -6.661338e-16 9.241966e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 11.120000 -1.000000 1.000000 0.000000 193.841870 8.564643e-01 0 1 0 208.278831 9.042010e-02 5.524957e-01 3.224975e+02 -1.977585e-16 -2.220446e-16 8.950920e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 11.490000 -1.000000 1.000000 0.000000 194.403159 8.773872e-01 0 1 0 208.278831 9.545671e-02 5.898494e-01 3.224975e+02 1.040834e-17 -4.440892e-16 8.677443e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 11.860000 -1.000000 1.000000 0.000000 194.960150 8.991180e-01 0 1 0 208.278831 1.006314e-01 6.284259e-01 3.224975e+02 7.979728e-17 -3.330669e-16 8.420010e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 12.230000 -1.000000 1.000000 0.000000 195.516687 9.216700e-01 0 1 0 208.278831 1.059443e-01 6.682251e-01 3.224975e+02 -4.336809e-17 -2.220446e-16 8.177263e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 12.600000 -1.000000 1.000000 0.000000 196.076272 9.450550e-01 0 1 0 208.278831 1.113953e-01 7.092472e-01 3.224975e+02 8.673617e-18 1.110223e-16 7.947996e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 12.970000 -1.000000 1.000000 0.000000 196.642088 9.692835e-01 0 1 0 208.278831 1.169844e-01 7.514920e-01 3.224975e+02 1.491862e-16 -1.110223e-16 7.731126e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 13.340000 -1.000000 1.000000 0.000000 197.217030 8.462810e-01 0 1 0 208.278831 1.227117e-01 7.949595e-01 3.224975e+02 4.510281e-17 -2.220446e-16 7.525683e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 13.710000 -1.000000 1.000000 0.000000 197.791502 8.972618e-01 0 1 0 208.278831 1.285771e-01 8.396497e-01 3.224975e+02 3.642919e-17 -7.771561e-16 7.330795e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 14.080000 -1.000000 1.000000 0.000000 198.390601 9.492468e-01 0 1 0 208.278831 1.345807e-01 8.855626e-01 3.224975e+02 -9.020562e-17 -4.440892e-16 7.145675e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 14.450000 -1.000000 1.000000 0.000000 199.005802 1.003922e+00 0 1 0 208.278831 1.407224e-01 9.326983e-01 3.224975e+02 -8.673617e-18 8.881784e-16 6.969613e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 14.820000 -1.000000 1.000000 0.000000 199.638980 1.058945e+00 0 1 0 208.278831 1.470022e-01 9.810566e-01 3.224975e+02 1.717376e-16 3.330669e-16 6.801963e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 15.190000 -1.000000 1.000000 0.000000 200.291778 1.116685e+00 0 1 0 208.278831 1.534202e-01 1.030638e+00 3.224975e+02 -5.204170e-17 -3.330669e-16 6.642142e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 15.560000 -1.000000 1.000000 0.000000 200.965615 1.174312e+00 0 1 0 208.278831 1.599764e-01 1.081441e+00 3.224975e+02 1.474515e-16 1.110223e-16 6.489617e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 15.930000 -1.000000 1.000000 0.000000 201.661684 1.233735e+00 0 1 0 208.278831 1.666707e-01 1.133468e+00 3.224975e+02 -7.112366e-17 -5.551115e-16 6.343902e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 16.300000 -1.000000 1.000000 0.000000 202.380964 1.296203e+00 0 1 0 208.278831 1.735031e-01 1.186717e+00 3.224975e+02 1.908196e-17 -1.110223e-15 6.204554e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 16.670000 -1.000000 1.000000 0.000000 203.124218 1.358090e+00 0 1 0 208.278831 1.804738e-01 1.241188e+00 3.224975e+02 -1.569925e-16 -9.992007e-16 6.071167e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 17.040000 -1.000000 1.000000 0.000000 203.892000 1.422222e+00 0 1 0 208.278831 1.875826e-01 1.296883e+00 3.224975e+02 2.255141e-17 -6.661338e-16 5.943367e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 17.410000 -1.000000 1.000000 0.000000 204.684657 1.488372e+00 0 1 0 208.278831 1.948295e-01 1.353800e+00 3.224975e+02 6.505213e-17 1.221245e-15 5.820814e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 17.780000 -1.000000 1.000000 0.000000 205.502338 1.555049e+00 0 1 0 208.278831 2.022146e-01 1.411939e+00 3.224975e+02 -1.257675e-16 4.440892e-16 5.703191e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 18.150000 -1.000000 1.000000 0.000000 206.344995 1.622821e+00 0 1 0 208.278831 2.097379e-01 1.471302e+00 3.224975e+02 3.295975e-17 8.881784e-16 5.590209e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 18.520000 -1.000000 1.000000 0.000000 207.212395 1.692562e+00 0 1 0 208.278831 2.173993e-01 1.531887e+00 3.224975e+02 -3.382711e-17 -9.992007e-16 5.481599e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 18.890000 -1.000000 1.000000 0.000000 208.104123 1.765517e+00 0 1 0 208.278831 2.251990e-01 1.593694e+00 3.224975e+02 6.158268e-17 8.881784e-16 5.377113e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 19.260000 -1.000000 1.000000 0.000000 209.019594 1.838420e+00 0 1 0 208.278831 2.331367e-01 1.656724e+00 3.224975e+02 -2.428613e-17 3.330669e-16 5.276522e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 19.630000 -1.000000 1.000000 0.000000 209.958062 1.912232e+00 0 0 0 208.278831 2.412127e-01 1.720977e+00 3.224975e+02 -2.515349e-17 -2.220446e-16 5.179613e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.416000 20.000000 -1.000000 1.000000 0.000000 210.918632 1.988350e+00 0 0 0 208.278831 2.494268e-01 1.786453e+00 3.224975e+02 2.428613e-17 2.220446e-16 5.086187e+03 1.354200e-03 4.910898e-03 2.888776e-04 5.646597e-04 2.360807e-04 -5.710363e-05
125.000000 350.000000 -0.390000 1.500000 -1.000000 1.000000 0.000000 144.217780 2.551579e+00 0 1 1 213.587790 7.620902e-03 1.277086e-02 3.259514e+02 -1.110223e-16 1.942890e-16 2.777883e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 1.870000 -1.000000 1.000000 0.000000 146.464825 1.597877e+00 0 1 1 213.587790 8.979097e-03 1.774510e-02 3.259514e+02 0.000000e+00 1.318390e-16 3.222771e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 2.240000 -1.000000 1.000000 0.000000 150.197578 1.126904e+00 0 1 1 213.587790 1.044931e-02 2.428954e-02 3.259514e+02 0.000000e+00 -1.942890e-16 3.158292e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 2.610000 -1.000000 1.000000 0.000000 154.323666 8.559410e-01 0 1 1 213.587790 1.203506e-02 3.223542e-02 3.259514e+02 -8.326673e-17 2.775558e-16 2.973763e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 2.980000 -1.000000 1.000000 0.000000 158.341141 6.824337e-01 0 1 1 213.587790 1.373832e-02 4.151167e-02 3.259514e+02 2.775558e-17 -2.775558e-16 2.766659e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 3.350000 -1.000000 1.000000 0.000000 162.120572 6.443044e-01 0 1 1 213.587790 1.556029e-02 5.208411e-02 3.259514e+02 -5.551115e-17 5.551115e-17 2.567259e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 3.720000 -1.000000 1.000000 0.000000 165.564628 6.501508e-01 0 1 1 213.587790 1.750173e-02 6.393466e-02 3.259514e+02 4.163336e-17 1.110223e-16 2.384749e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 4.090000 -1.000000 1.000000 0.000000 168.662999 6.551656e-01 0 1 1 213.587790 1.956313e-02 7.705304e-02 3.259514e+02 0.000000e+00 -5.551115e-17 2.220871e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 4.460000 -1.000000 1.000000 0.000000 171.432557 6.594893e-01 0 1 1 213.587790 2.174485e-02 9.143303e-02 3.259514e+02 -1.110223e-16 3.885781e-16 2.074696e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 4.830000 -1.000000 1.000000 0.000000 173.901658 6.632363e-01 0 1 1 213.587790 2.404713e-02 1.070707e-01 3.259514e+02 0.000000e+00 -1.110223e-16 1.944438e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 5.200000 -1.000000 1.000000 0.000000 176.102305 6.665003e-01 0 1 1 213.587790 2.647015e-02 1.239635e-01 3.259514e+02 5.551115e-17 -4.440892e-16 1.828159e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 5.570000 -1.000000 1.000000 0.000000 178.065930 6.693575e-01 0 1 1 213.587790 2.901405e-02 1.421096e-01 3.259514e+02 -8.326673e-17 -2.220446e-16 1.724039e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 5.940000 -1.000000 1.000000 0.000000 179.821841 6.718703e-01 0 1 1 213.587790 3.167893e-02 1.615079e-01 3.259514e+02 2.081668e-17 -3.330669e-16 1.630464e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 6.310000 -1.000000 1.000000 0.000000 181.396550 6.740901e-01 0 1 1 213.587790 3.446486e-02 1.821574e-01 3.259514e+02 -8.326673e-17 1.110223e-16 1.546037e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 6.680000 -1.000000 1.000000 0.000000 182.813634 6.760594e-01 0 1 1 213.587790 3.737191e-02 2.040575e-01 3.259514e+02 1.804112e-16 2.220446e-16 1.469566e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 7.050000 -1.000000 1.000000 0.000000 184.093854 6.778134e-01 0 1 1 213.587790 4.040013e-02 2.272078e-01 3.259514e+02 9.714451e-17 -3.330669e-16 1.400037e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 7.420000 -1.000000 1.000000 0.000000 185.255410 6.793816e-01 0 1 1 213.587790 4.354957e-02 2.516078e-01 3.259514e+02 1.110223e-16 3.330669e-16 1.336586e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 7.790000 -1.000000 1.000000 0.000000 186.314226 6.807887e-01 0 1 0 213.587790 4.682024e-02 2.772573e-01 3.259514e+02 -2.428613e-17 2.220446e-16 1.278481e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 8.160000 -1.000000 1.000000 0.000000 187.284242 6.820554e-01 0 1 0 213.587790 5.021218e-02 3.041561e-01 3.259514e+02 6.938894e-18 4.440892e-16 1.225095e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 8.530000 -1.000000 1.000000 0.000000 188.177793 6.831993e-01 0 1 0 213.587790 5.372542e-02 3.323040e-01 3.259514e+02 -4.857226e-17 4.440892e-16 1.175892e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 8.900000 -1.000000 1.000000 0.000000 189.005446 6.842355e-01 0 1 0 213.587790 5.735997e-02 3.617009e-01 3.259514e+02 -1.700029e-16 4.440892e-16 1.130411e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 9.270000 -1.000000 1.000000 0.000000 189.776065 6.851768e-01 0 1 0 213.587790 6.111585e-02 3.923467e-01 3.259514e+02 -6.245005e-17 4.440892e-16 1.088256e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 9.640000 -1.000000 1.000000 0.000000 190.499395 6.860342e-01 0 1 0 213.587790 6.499306e-02 4.242412e-01 3.259514e+02 -4.857226e-17 2.220446e-16 1.049080e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 10.010000 -1.000000 1.000000 0.000000 191.182214 6.868171e-01 0 1 0 213.587790 6.899163e-02 4.573844e-01 3.259514e+02 -3.469447e-17 -1.110223e-16 1.012586e+04 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 10.380000 -1.000000 1.000000 0.000000 191.831179 6.875337e-01 0 1 0 213.587790 7.311156e-02 4.917762e-01 3.259514e+02 -6.938894e-18 2.220446e-16 9.785108e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 10.750000 -1.000000 1.000000 0.000000 192.452254 6.881911e-01 0 1 0 213.587790 7.735286e-02 5.274167e-01 3.259514e+02 1.144917e-16 -5.551115e-16 9.466257e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 11.120000 -1.000000 1.000000 0.000000 193.050810 6.887956e-01 0 1 0 213.587790 8.171554e-02 5.643056e-01 3.259514e+02 -9.887924e-17 -3.330669e-16 9.167291e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 11.490000 -1.000000 1.000000 0.000000 193.631695 8.573670e-01 0 1 0 213.587790 8.619961e-02 6.024431e-01 3.259514e+02 -1.040834e-17 -4.440892e-16 8.886428e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 11.860000 -1.000000 1.000000 0.000000 194.199305 8.759671e-01 0 1 0 213.587790 9.080506e-02 6.418291e-01 3.259514e+02 6.938894e-17 -2.220446e-16 8.622091e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 12.230000 -1.000000 1.000000 0.000000 194.757633 8.952728e-01 0 1 0 213.587790 9.553191e-02 6.824636e-01 3.259514e+02 -1.214306e-17 -2.220446e-16 8.372881e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 12.600000 -1.000000 1.000000 0.000000 195.310318 9.152960e-01 0 1 0 213.587790 1.003802e-01 7.243465e-01 3.259514e+02 -9.540979e-17 1.110223e-16 8.137546e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 12.970000 -1.000000 1.000000 0.000000 195.860678 9.360472e-01 0 1 0 213.587790 1.053498e-01 7.674778e-01 3.259514e+02 6.938894e-18 -1.110223e-16 7.914971e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 13.340000 -1.000000 1.000000 0.000000 196.411744 9.575357e-01 0 1 0 213.587790 1.104409e-01 8.118575e-01 3.259514e+02 -5.030698e-17 -1.110223e-16 7.704154e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 13.710000 -1.000000 1.000000 0.000000 196.953143 9.797699e-01 0 1 0 213.587790 1.156534e-01 8.574856e-01 3.259514e+02 -1.058181e-16 -5.551115e-16 7.504195e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 14.080000 -1.000000 1.000000 0.000000 197.512113 1.002757e+00 0 1 0 213.587790 1.209872e-01 9.043621e-01 3.259514e+02 1.058181e-16 -5.551115e-16 7.314283e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 14.450000 -1.000000 1.000000 0.000000 198.079271 9.637647e-01 0 1 0 213.587790 1.264425e-01 9.524869e-01 3.259514e+02 -1.179612e-16 1.110223e-15 7.133685e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 14.820000 -1.000000 1.000000 0.000000 198.656701 1.016882e+00 0 1 0 213.587790 1.320193e-01 1.001860e+00 3.259514e+02 1.595946e-16 3.330669e-16 6.961736e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 15.190000 -1.000000 1.000000 0.000000 199.246282 1.071130e+00 0 1 0 213.587790 1.377174e-01 1.052482e+00 3.259514e+02 9.194034e-17 -4.440892e-16 6.797833e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 15.560000 -1.000000 1.000000 0.000000 199.849700 1.127753e+00 0 1 0 213.587790 1.435370e-01 1.104352e+00 3.259514e+02 9.627715e-17 0.000000e+00 6.641429e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 15.930000 -1.000000 1.000000 0.000000 200.468450 1.185185e+00 0 1 0 213.587790 1.494780e-01 1.157470e+00 3.259514e+02 -2.341877e-17 -5.551115e-16 6.492022e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 16.300000 -1.000000 1.000000 0.000000 201.103850 1.242718e+00 0 1 0 213.587790 1.555404e-01 1.211836e+00 3.259514e+02 -6.852158e-17 -8.881784e-16 6.349157e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 16.670000 -1.000000 1.000000 0.000000 201.757038 1.302799e+00 0 1 0 213.587790 1.617242e-01 1.267451e+00 3.259514e+02 -1.734723e-17 -9.992007e-16 6.212414e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
125.000000 350.000000 -0.390000 17.040000 -1.000000 1.000000 0.000000 202.428978 1.365333e+00 0 1 0 213.587790 1.680295e-01 1.324314e+00 3.259514e+02 -8.933826e-17 -7.771561e-16 6.081411e+03 3.094436e-04 4.081252e-03 2.251359e-04 4.513632e-04 1.662574e-04 -5.589305e-05
