
#Surface 0 of 1 surfaces

# Contour 0, label:     11.8
 0.400172  5.32839  11.83 
 0.402391  5.2942  11.83 
 0.404339  5.26328  11.83 
 0.406259  5.23213  11.83 
 0.40839  5.19721  11.83 
 0.410974  5.15501  11.83 
 0.414171  5.10328  11.83 
 0.417825  5.0448  11.83 
 0.421699  4.98361  11.83 
 0.425556  4.92376  11.83 
 0.429161  4.8693  11.83 
 0.432339  4.82314  11.83 
 0.435166  4.78372  11.83 
 0.437781  4.74833  11.83 
 0.440321  4.71427  11.83 
 0.442927  4.67885  11.83 
 0.445716  4.6399  11.83 
 0.448731  4.59734  11.83 
 0.451993  4.55164  11.83 
 0.455526  4.50326  11.83 
 0.45935  4.45266  11.83 
 0.463453  4.40054  11.83 
 0.467673  4.34852  11.83 
 0.471814  4.29848  11.83 
 0.47568  4.25228  11.83 
 0.479073  4.2118  11.83 
 0.481886  4.17798  11.83 
 0.484369  4.1481  11.83 
 0.48686  4.1185  11.83 
 0.489698  4.08553  11.83 
 0.49322  4.04554  11.83 
 0.497634  3.99631  11.83 
 0.502614  3.94129  11.83 
 0.507704  3.88537  11.83 
 0.512447  3.83343  11.83 
 0.516385  3.79037  11.83 
 0.519225  3.75931  11.83 
 0.521322  3.73641  11.83 
 0.523195  3.71604  11.83 
 0.525362  3.69261  11.83 
 0.528342  3.66051  11.83 
 0.532483  3.61597  11.83 
 0.537446  3.56261  11.83 
 0.542724  3.50587  11.83 
 0.547809  3.45122  11.83 
 0.552192  3.40409  11.83 
 0.555528  3.36822  11.83 
 0.558125  3.34051  11.83 
 0.560455  3.31612  11.83 
 0.562988  3.29023  11.83 
 0.566197  3.25801  11.83 
 0.570348  3.21578  11.83 
 0.574891  3.1645  11.83 
 0.57907  3.10629  11.83 
 0.582132  3.04325  11.83 
 0.58332  2.97749  11.83 
 0.582084  2.91161  11.83 
 0.578691  2.85008  11.83 
 0.57361  2.79786  11.83 
 0.567311  2.7599  11.83 
 0.560265  2.74117  11.83 

 0.208557  10.9659  11.83 
 0.209571  10.8962  11.83 
 0.210632  10.8238  11.83 
 0.211726  10.75  11.83 
 0.21284  10.676  11.83 
 0.213973  10.602  11.83 
 0.215126  10.528  11.83 
 0.216304  10.454  11.83 
 0.217508  10.38  11.83 
 0.218743  10.306  11.83 
 0.22002  10.232  11.83 
 0.221355  10.158  11.83 
 0.22276  10.084  11.83 
 0.22425  10.01  11.83 
 0.225836  9.93614  11.83 
 0.227513  9.86314  11.83 
 0.229273  9.79186  11.83 
 0.231109  9.72315  11.83 
 0.233012  9.65788  11.83 
 0.234963  9.59682  11.83 
 0.236897  9.54043  11.83 
 0.238737  9.48911  11.83 
 0.240405  9.44323  11.83 
 0.241824  9.40319  11.83 
 0.24295  9.36874  11.83 
 0.243858  9.33716  11.83 
 0.244658  9.30511  11.83 
 0.245457  9.26924  11.83 
 0.246364  9.22621  11.83 
 0.247465  9.17358  11.83 
 0.248746  9.11254  11.83 
 0.250174  9.0452  11.83 
 0.251714  8.97365  11.83 
 0.25333  8.9  11.83 
 0.254997  8.826  11.83 
 0.256719  8.752  11.83 
 0.258514  8.678  11.83 
 0.260395  8.604  11.83 
 0.262378  8.53  11.83 
 0.264469  8.45622  11.83 
 0.266635  8.3838  11.83 
 0.268835  8.31407  11.83 
 0.271028  8.24839  11.83 
 0.273173  8.18811  11.83 
 0.275232  8.13417  11.83 
 0.277183  8.08589  11.83 
 0.279006  8.04217  11.83 
 0.280683  8.00194  11.83 
 0.282196  7.96411  11.83 
 0.283543  7.92745  11.83 
 0.284792  7.89023  11.83 
 0.286028  7.85057  11.83 
 0.287335  7.8066  11.83 
 0.288799  7.75644  11.83 
 0.290487  7.69882  11.83 
 0.292398  7.63475  11.83 
 0.29451  7.56585  11.83 
 0.296806  7.49373  11.83 
 0.299264  7.42  11.83 
 0.301857  7.34626  11.83 
 0.304526  7.27406  11.83 
 0.307204  7.20495  11.83 
 0.309822  7.14047  11.83 
 0.312315  7.08216  11.83 
 0.314629  7.03103  11.83 
 0.316768  6.98596  11.83 
 0.318753  6.94526  11.83 
 0.320601  6.90726  11.83 
 0.322332  6.8703  11.83 
 0.323975  6.83277  11.83 
 0.325602  6.79331  11.83 
 0.327295  6.75064  11.83 
 0.329135  6.70346  11.83 
 0.331204  6.65049  11.83 
 0.333563  6.59099  11.83 
 0.336192  6.52641  11.83 
 0.339052  6.45874  11.83 
 0.342102  6.39001  11.83 
 0.345302  6.32219  11.83 
 0.348595  6.25717  11.83 
 0.351863  6.19628  11.83 
 0.354969  6.14072  11.83 
 0.357778  6.0917  11.83 
 0.360155  6.05043  11.83 
 0.362024  6.01721  11.83 
 0.363554  5.98877  11.83 
 0.364971  5.96096  11.83 
 0.366504  5.92959  11.83 
 0.368379  5.89052  11.83 
 0.370769  5.8408  11.83 
 0.373622  5.78238  11.83 
 0.376831  5.71844  11.83 
 0.380287  5.65214  11.83 
 0.383882  5.58668  11.83 
 0.38751  5.52478  11.83 
 0.391062  5.46745  11.83 
 0.394428  5.41523  11.83 
 0.397501  5.36869  11.83 
 0.400172  5.32839  11.83 

 0.130863  17.484  11.83 
 0.131227  17.41  11.83 
 0.131587  17.336  11.83 
 0.131941  17.262  11.83 
 0.132292  17.188  11.83 
 0.132639  17.114  11.83 
 0.132984  17.04  11.83 
 0.133328  16.966  11.83 
 0.133669  16.892  11.83 
 0.134009  16.818  11.83 
 0.134348  16.744  11.83 
 0.134685  16.67  11.83 
 0.135022  16.596  11.83 
 0.135357  16.522  11.83 
 0.13569  16.448  11.83 
 0.136023  16.374  11.83 
 0.136353  16.3  11.83 
 0.136683  16.226  11.83 
 0.137012  16.152  11.83 
 0.137341  16.078  11.83 
 0.137671  16.004  11.83 
 0.138004  15.93  11.83 
 0.138339  15.856  11.83 
 0.138678  15.782  11.83 
 0.13902  15.708  11.83 
 0.139365  15.634  11.83 
 0.139714  15.56  11.83 
 0.140066  15.486  11.83 
 0.140424  15.412  11.83 
 0.140791  15.338  11.83 
 0.141171  15.264  11.83 
 0.141565  15.19  11.83 
 0.141978  15.116  11.83 
 0.142419  15.042  11.83 
 0.142896  14.968  11.83 
 0.143418  14.894  11.83 
 0.143996  14.82  11.83 
 0.14465  14.7461  11.83 
 0.145453  14.6731  11.83 
 0.146491  14.6018  11.83 
 0.147846  14.5331  11.83 
 0.149606  14.4677  11.83 
 0.151803  14.4065  11.83 
 0.15427  14.35  11.83 
 0.15679  14.2985  11.83 
 0.159144  14.2526  11.83 
 0.161114  14.2125  11.83 
 0.162543  14.1781  11.83 
 0.16351  14.1466  11.83 
 0.164154  14.1147  11.83 
 0.164614  14.0789  11.83 
 0.16503  14.036  11.83 
 0.165514  13.9835  11.83 
